x1,x2,x3
395.8525088697415,9038.654694715238,1114.9307628524045
460.04383200595885,9572.715887528031,1119.7113982770047
622.7480260792289,615.1682038842364,761.2881906722457
5508.7791397742385,3659.445935334906,7620.4568852723705
